AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
0,4,15,640,38
1,4,24,847,289
0,1,15,640,38
1,3,24,930,353
0,3,13,640,68
1,4,25,696,25
0,4,14,640,104
1,1,23,351,98
1,2,32,1262,131
0,2,10,639,63
1,3,28,1146,276
0,3,25,1251,260
1,3,24,909,318
0,1,24,640,41
1,3,26,1373,25
1,3,33,249,329
1,3,25,869,5
1,4,15,343,353
1,3,17,234,137
0,5,24,640,5
1,4,26,1066,330
1,1,24,1255,38
1,3,23,1066,98
1,3,23,55,86
1,4,24,249,38
0,3,28,640,216
1,2,33,737,187
0,2,30,640,38
1,4,31,847,5
1,4,20,1191,88
1,4,26,559,165
1,5,13,1324,307
0,3,14,640,216
0,2,11,637,5
1,4,23,504,274
0,3,24,640,111
0,2,24,640,5
0,3,29,640,5
1,3,15,151,250
0,3,27,640,38
1,3,23,249,307
1,1,13,967,38
1,3,13,847,307
0,5,8,640,104
1,1,34,504,226
1,4,17,125,25
1,1,32,1291,250
1,3,23,450,289
1,3,23,450,318
1,3,11,383,330
1,1,24,847,5
1,3,24,343,276
1,3,21,529,320
1,3,24,450,38
1,2,27,55,329
0,4,14,1251,186
0,1,12,640,104
1,4,26,1049,130
0,2,13,640,38
0,3,13,637,111
1,3,17,604,320
0,3,21,640,220
0,3,24,640,63
0,3,14,640,5
0,5,24,640,5
1,4,24,525,166
1,4,24,1066,130
1,3,23,307,88
0,3,13,640,111
1,3,24,161,5
0,2,8,640,86
0,3,29,640,38
1,4,24,1197,25
0,3,24,640,68
1,3,27,1066,329
1,3,34,125,31
0,4,13,640,86
1,3,26,74,284
1,3,28,897,88
1,3,13,307,226
1,3,24,847,5
0,1,11,640,63
1,4,23,463,36
0,2,7,640,5
1,4,16,847,226
0,1,11,640,296
0,1,24,632,38
0,2,3,640,111
1,3,14,74,250
1,4,15,450,289
0,4,28,640,139
1,3,24,942,307
1,4,24,681,38
0,3,15,640,5
1,4,11,811,165
0,3,13,640,5
0,4,14,640,104
0,3,13,640,216
0,3,14,640,5
1,4,24,684,159
1,4,26,212,318
1,4,20,214,88
0,5,9,640,111
1,2,19,1066,353
0,1,13,639,86
1,3,25,1066,250
1,4,23,1066,318
1,3,23,171,320
1,3,16,847,88
0,4,24,640,104
0,5,8,640,86
1,1,13,1066,88
0,5,23,640,41
1,4,26,232,274
0,2,20,637,38
1,3,23,1,38
0,3,33,795,260
1,4,23,559,38
0,2,11,637,41
0,4,23,632,38
0,3,13,640,68
1,3,19,125,329
1,4,25,234,41
1,3,23,762,289
1,3,26,450,86
1,3,24,253,38
1,4,23,847,5
1,3,34,1365,36
1,4,24,450,38
1,4,27,1197,36
1,3,23,1066,178
0,2,18,1251,205
0,4,24,640,291
0,1,15,632,220
1,3,26,8,329
1,4,27,450,274
0,2,13,632,216
1,2,21,1014,318
0,4,11,1271,141
0,4,14,640,296
1,4,23,450,289
0,2,34,640,111
1,3,30,45,38
1,4,25,847,26
0,2,2,640,68
1,1,23,1291,342
1,3,31,1236,31
1,3,11,559,25
1,3,23,865,5
0,4,36,1251,186
0,5,14,640,5
1,4,24,74,274
0,5,23,640,216
1,3,25,585,88
1,4,16,450,307
0,4,13,640,5
0,2,13,640,216
0,3,14,640,347
1,2,23,847,5
0,2,25,640,104
1,3,27,1014,274
1,3,23,847,86
1,4,19,696,119
0,3,13,1251,211
0,2,7,640,5
1,4,13,890,130
1,3,25,27,289
1,2,25,962,318
0,5,9,640,38
0,3,25,640,41
1,3,24,1066,86
0,4,35,640,104
1,2,11,450,98
1,3,13,125,338
0,4,13,640,68
1,3,23,1105,89
1,3,21,540,130
1,1,7,1066,318
1,4,11,855,38
1,4,24,450,353
0,1,9,632,139
1,3,24,45,98
1,4,23,1066,330
1,4,23,1066,185
1,3,23,450,329
0,4,23,637,5
1,2,17,1066,329
0,1,7,640,63
0,4,15,640,291
0,2,13,640,5
1,4,30,696,114
1,3,13,941,130
0,4,13,640,63
0,2,8,640,216
0,1,38,640,38
1,3,23,559,88
1,4,24,782,89
1,3,23,1076,38
1,1,14,1346,353
1,4,13,268,130
1,3,25,1066,130
1,4,24,1066,307
0,3,15,640,220
1,3,23,401,98
0,4,24,640,38
1,4,17,1066,185
0,4,13,640,111
0,2,11,640,5
0,3,23,640,220
0,3,13,640,324
1,3,25,450,36
1,4,13,847,38
0,4,24,1168,140
0,4,23,640,5
0,3,24,640,5
1,1,23,547,98
0,3,17,640,216
0,3,13,640,5
0,3,13,640,5
1,4,13,847,38
1,3,13,101,38
1,2,26,781,38
0,4,11,637,104
1,3,23,1254,177
1,3,23,334,210
1,4,24,450,25
0,2,23,640,5
0,4,13,640,104
0,1,9,640,104
0,2,14,640,220
1,4,29,208,307
0,2,25,640,167
0,1,24,640,41
1,4,11,696,25
1,3,27,1066,38
1,3,21,853,5
1,2,13,125,89
0,2,8,640,38
1,3,27,1049,364
1,4,13,847,130
0,3,16,640,111
0,3,23,640,167
1,3,24,761,41
1,3,13,457,88
1,3,25,450,88
1,4,23,307,98
1,4,24,696,252
1,4,26,1365,286
1,3,13,847,5
1,3,13,450,338
1,3,23,472,86
0,5,8,640,5
1,1,13,696,318
1,3,28,1029,289
0,1,12,636,306
0,3,19,640,41
0,2,11,640,86
0,1,15,640,38
0,1,18,640,296
0,4,13,1271,262
1,3,25,1236,88
0,3,24,632,220
0,3,13,640,220
1,1,13,450,353
0,3,13,640,111
0,3,23,637,111
0,2,24,640,111
1,3,24,554,84
1,3,24,1066,274
1,3,14,720,318
0,1,8,640,104
0,4,11,640,320
0,3,14,640,216
1,2,20,1197,36
0,1,8,640,38
0,3,28,632,41
1,4,34,696,25
0,4,20,637,41
0,3,15,640,104
1,1,34,450,38
1,3,19,207,25
1,4,23,1066,98
0,5,8,640,111
0,3,24,640,216
1,3,23,436,88
1,1,26,504,250
1,3,23,1365,274
0,3,13,637,167
1,3,30,696,36
0,2,7,640,63
1,4,21,329,98
0,1,14,640,68
1,4,32,450,274
1,4,15,1066,289
1,3,25,561,88
1,4,25,890,353
1,4,11,737,88
0,3,24,640,5
1,3,13,566,88
1,4,23,818,321
1,3,14,74,307
0,3,13,640,150
1,4,27,930,318
1,4,24,1066,38
1,3,24,847,330
0,4,13,640,291
1,1,8,249,38
0,1,9,640,41
1,2,11,112,5
1,3,25,1324,307
0,4,19,640,296
0,1,23,640,5
0,4,13,632,38
0,3,23,640,38
1,3,32,847,5
1,2,23,1005,320
1,3,24,847,353
0,5,5,640,38
1,3,24,1125,330
0,3,17,640,41
0,2,8,640,5
0,3,24,637,332
1,2,8,1066,98
1,4,29,214,185
0,2,23,1251,260
0,1,9,1251,216
0,1,14,640,5
1,3,28,1291,38
0,1,10,637,104
1,1,24,450,130
1,2,11,696,252
1,3,14,249,38
1,3,13,811,307
1,4,26,846,38
1,3,23,1080,88
1,4,25,847,5
0,1,15,640,104
1,3,24,450,25
1,3,34,979,194
1,3,27,437,86
1,3,29,948,98
0,1,8,640,296
1,4,13,998,5
1,4,16,847,274
0,3,24,1251,260
0,4,15,640,41
1,3,26,55,38
1,4,33,956,36
1,4,23,847,88
1,5,2,559,274
1,4,25,1066,86
0,3,14,640,5
1,2,11,1066,324
0,2,9,640,104
0,4,17,640,296
0,5,23,640,38
0,1,11,640,104
0,3,13,636,167
1,3,23,450,329
1,3,25,1066,98
1,4,23,437,250
1,3,21,307,90
1,4,24,1066,250
1,4,31,706,239
1,3,18,450,307
0,5,0,640,104
1,3,20,847,5
1,3,23,450,274
1,3,25,450,25
1,3,23,696,38
1,3,23,450,165
0,4,25,640,5
1,2,23,144,33
0,3,13,640,5
0,3,15,640,104
1,3,24,383,130
1,2,24,307,88
0,5,23,640,216
0,4,13,640,38
0,1,9,640,291
0,1,23,640,332
1,2,25,463,320
1,4,23,1255,250
1,3,24,307,98
1,4,29,383,48
0,2,1,640,63
0,5,9,640,111
1,3,25,450,130
0,1,13,640,220
1,4,13,515,289
0,3,34,632,220
1,3,21,1116,38
1,4,13,459,289
1,4,28,121,130
0,4,13,640,296
0,2,24,640,111
1,4,19,847,88
1,3,11,249,321
1,4,23,696,276
1,3,24,585,165
0,4,13,637,63
1,3,17,472,276
0,5,24,640,104
1,4,24,1077,289
1,3,25,507,88
1,1,23,763,318
1,4,24,956,114
1,1,25,450,274
0,1,16,640,139
1,3,33,847,166
0,1,9,640,63
0,5,8,640,195
1,4,24,347,307
0,4,24,640,5
0,3,13,637,86
0,4,13,639,5
1,3,24,1066,86
1,4,25,764,318
1,3,16,27,98
1,3,23,31,324
1,3,28,125,25
1,4,24,1044,289
1,3,24,1066,10
1,3,25,1336,194
0,4,13,640,139
0,2,4,640,104
0,3,23,640,38
1,1,8,1066,86
1,2,11,1066,330
0,3,13,640,104
1,4,25,962,318
1,4,24,450,329
0,3,37,632,38
0,4,13,1251,211
0,3,13,640,63
1,4,23,450,88
0,4,13,637,139
1,2,14,847,38
0,5,23,640,216
0,1,10,640,5
1,3,23,298,38
0,1,23,640,5
1,4,14,811,329
0,1,16,640,139
1,3,34,383,48
0,5,8,640,5
0,2,23,640,220
1,3,30,1066,38
1,4,24,1066,38
1,2,15,450,163
0,2,9,640,220
0,1,23,637,111
0,1,24,632,63
1,3,23,559,250
1,3,27,298,38
0,4,21,640,111
1,3,28,696,254
1,3,24,847,5
0,4,29,640,38
1,1,11,687,86
1,4,25,1291,86
1,4,26,1066,165
0,3,23,639,104
1,3,28,450,289
1,3,26,1066,289
1,3,25,450,130
1,4,24,1255,320
0,4,13,632,38
1,2,13,847,38
1,4,24,847,150
1,3,27,1236,329
1,2,24,125,37
0,4,13,640,296
1,4,24,1066,38
1,3,31,1267,31
1,4,25,1146,88
0,2,1,640,5
1,3,27,696,128
1,4,24,112,38
1,2,29,1324,307
0,3,24,640,38
0,5,23,637,38
1,4,23,881,5
0,2,15,637,216
1,4,25,559,36
0,5,24,640,220
1,3,24,298,98
0,3,13,640,5
1,3,25,307,130
1,4,15,538,307
1,4,21,1116,289
1,3,24,1014,88
0,4,13,640,38
0,2,14,640,38
1,4,26,1265,272
0,3,24,640,216
1,2,11,696,274
1,4,28,4,252
0,3,14,640,167
0,4,13,640,38
1,4,24,1066,86
0,4,23,637,139
0,3,13,640,38
1,3,28,559,38
1,2,13,763,318
0,4,13,640,296
1,3,23,214,88
1,3,25,1066,86
0,2,23,640,41
1,3,25,1223,38
1,4,30,504,226
0,4,25,640,318
1,3,24,559,274
1,4,27,923,318
0,5,7,640,104
1,1,24,1235,38
0,2,24,632,220
1,4,14,450,130
1,3,32,847,38
0,3,24,637,38
1,2,23,948,5
1,4,24,450,320
1,3,17,227,36
0,3,30,640,38
0,3,24,637,5
1,1,28,450,88
1,3,31,979,318
0,3,14,640,63
1,3,25,1066,86
0,4,24,640,296
1,3,23,1232,329
0,2,15,640,104
0,1,10,640,104
1,2,15,561,114
0,2,9,640,220
1,3,28,450,318
1,3,26,1048,307
0,1,8,640,38
0,4,11,640,86
0,4,13,640,139
1,3,25,1066,324
1,3,31,696,36
1,4,24,450,5
1,4,23,559,326
1,1,13,617,36
1,3,23,45,318
0,4,23,640,139
1,2,24,712,25
0,1,1,640,104
0,4,13,637,104
0,2,24,640,216
1,3,25,847,88
1,3,23,55,86
1,1,32,518,5
1,3,17,559,226
0,2,11,640,167
0,4,23,945,146
1,4,25,407,130
1,4,31,1364,286
1,1,25,1066,274
1,4,13,559,250
1,1,21,585,128
1,5,17,307,318
1,3,25,979,268
1,3,24,365,88
1,4,23,857,358
1,3,22,890,289
0,5,8,640,86
1,4,33,73,320
1,3,13,74,307
1,4,23,992,204
1,3,23,1202,36
1,4,17,1105,89
0,4,14,640,104
1,4,35,249,307
0,2,24,640,5
1,3,15,1105,289
1,2,24,1066,38
1,4,23,1066,98
0,4,23,640,104
1,1,23,1365,252
1,3,15,962,166
0,1,15,1168,297
0,4,29,1272,262
1,4,31,980,263
1,4,24,1066,342
1,3,14,701,238
1,4,32,1221,130
0,4,25,640,291
0,3,23,640,265
1,3,11,696,25
0,1,11,640,38
1,4,24,1158,38
1,3,24,1365,277
1,3,24,27,38
0,4,16,637,296
1,3,18,865,289
1,3,13,696,252
1,3,19,125,56
1,4,27,351,250
1,1,17,167,307
0,4,23,637,216
1,1,8,1066,86
1,1,11,1066,38
1,4,23,695,114
1,3,26,450,165
0,4,23,640,5
1,4,14,847,5
0,3,13,640,104
1,1,14,1066,38
1,4,28,730,210
1,3,16,1214,5
1,4,13,980,204
1,4,30,249,5
1,4,23,450,289
1,3,23,182,165
0,3,14,640,168
1,4,24,74,25
0,1,8,640,216
1,4,23,249,38
0,1,8,640,296
0,3,18,636,216
1,4,13,74,227
0,4,13,640,320
1,4,23,214,274
1,3,24,459,130
1,3,25,1066,98
1,4,19,847,5
1,3,27,847,364
1,3,23,268,353
1,3,23,479,84
1,3,23,862,38
1,4,13,847,38
1,3,23,74,70
0,4,14,640,295
1,4,29,737,226
0,4,23,640,139
1,3,24,1291,86
1,4,31,1170,353
1,4,27,1066,329
1,4,23,249,38
0,5,23,640,111
1,3,24,810,329
1,4,23,698,252
1,1,15,1066,353
1,4,13,764,318
0,3,14,632,63
1,4,23,125,130
1,4,14,156,130
0,5,9,640,111
1,2,30,811,329
0,1,13,640,5
1,2,10,125,88
0,2,11,640,111
1,4,23,602,130
0,2,9,640,216
1,3,30,847,358
1,2,13,1319,353
1,3,23,847,38
0,2,3,640,104
1,2,14,450,130
0,4,32,640,104
1,2,24,1101,320
0,3,13,637,168
0,3,27,640,38
0,4,13,640,306
1,1,13,847,130
0,1,9,640,104
1,4,32,156,307
0,4,13,632,296
1,3,16,1177,36
1,4,26,403,338
1,4,23,450,88
1,4,24,1066,98
0,4,13,640,265
1,2,24,450,289
1,3,13,125,353
0,1,9,640,63
1,3,25,1197,36
0,3,13,640,104
0,4,11,640,41
1,3,23,369,204
1,3,32,600,130
1,4,13,167,130
1,3,30,1233,88
1,4,24,105,89
1,4,23,1313,194
0,5,7,640,104
1,3,19,1235,163
1,3,25,16,169
1,3,34,450,88
0,1,25,640,296
0,2,24,640,220
1,4,24,450,5
1,4,13,847,38
0,5,7,637,5
1,3,11,450,5
1,3,26,811,354
0,4,13,640,291
0,1,17,632,139
0,5,23,640,5
0,2,14,640,41
0,1,13,640,296
1,4,20,1255,252
0,3,25,640,5
0,1,11,640,5
0,1,16,640,104
1,4,14,101,289
1,3,29,696,25
0,3,24,640,5
1,2,20,1196,25
0,3,13,640,111
1,4,23,783,307
1,4,16,1348,98
1,4,28,893,38
1,2,11,490,114
1,4,25,1313,194
0,2,15,640,167
1,4,31,847,38
1,4,28,559,164
1,4,24,811,307
0,5,8,640,104
0,3,25,640,5
1,1,15,112,36
1,3,26,1066,38
1,4,13,593,36
1,1,11,1066,226
1,4,24,742,192
0,2,15,945,111
1,3,23,199,274
1,4,23,763,318
0,4,17,640,5
0,1,14,640,111
1,3,24,866,358
0,1,23,632,296
0,4,27,640,296
0,1,14,640,104
0,4,13,640,296
1,2,23,890,38
1,4,28,74,320
1,1,11,696,114
1,1,13,696,36
0,4,24,632,139
1,4,23,847,289
0,3,32,640,111
0,2,9,637,104
1,4,24,696,130
1,4,25,538,130
0,3,23,640,111
1,4,32,847,5
1,4,23,1066,165
1,4,23,1364,269
0,3,15,640,5
1,4,24,16,171
1,4,30,890,38
1,1,18,847,38
1,4,26,74,320
0,2,2,640,104
1,4,23,865,130
0,5,9,640,104
0,4,34,922,104
1,3,23,956,163
1,3,17,74,24
1,4,23,811,131
1,4,13,847,38
1,1,13,847,5
1,4,28,74,38
1,3,20,847,5
1,2,33,1197,274
1,3,25,1291,336
1,4,16,559,103
0,4,13,640,104
0,3,23,640,220
0,4,13,640,324
0,4,13,640,104
1,3,23,1313,38
1,3,28,559,226
1,4,23,234,10
0,3,13,640,104
0,4,23,640,38
1,3,25,980,272
0,2,15,640,104
0,2,30,640,111
1,4,25,450,307
1,3,25,1066,349
1,2,26,1105,26
0,3,27,640,104
0,1,13,640,339
0,3,13,640,104
1,3,13,407,98
0,1,36,640,68
1,4,23,847,5
1,4,25,811,329
1,4,23,450,307
0,5,19,640,104
0,1,10,640,63
0,4,13,640,104
1,4,28,298,320
0,4,23,640,38
1,3,24,962,131
0,3,23,640,216
0,3,26,632,38
1,4,24,450,329
0,3,13,640,41
1,3,25,1066,38
0,2,24,640,216
1,4,25,696,25
0,4,23,637,38
0,4,24,637,296
1,4,36,450,38
0,4,14,640,104
0,4,23,640,13
1,2,32,1066,130
1,3,17,1066,6
1,3,15,1066,329
1,3,24,37,329
1,3,26,1158,226
0,4,27,637,41
1,1,23,1069,38
1,4,25,1116,329
0,2,10,1251,186
0,3,23,637,318
1,3,27,847,5
0,4,11,639,296
1,3,29,74,23
1,4,31,847,88
1,3,23,128,38
1,3,24,450,130
1,4,32,847,38
0,4,13,640,139
1,3,24,764,166
0,3,25,1271,211
1,3,11,737,88
0,3,15,640,5
0,1,24,640,296
0,4,30,632,111
1,2,14,1066,307
1,4,24,807,250
0,4,24,640,216
1,3,26,27,353
0,3,14,640,5
1,3,23,956,25
1,3,31,847,38
0,2,11,640,111
1,3,29,85,307
0,1,9,640,104
0,1,8,640,104
1,3,24,956,25
1,3,24,1081,329
1,1,14,249,38
1,3,23,214,276
0,5,24,640,104
0,4,23,640,111
0,2,17,640,86
1,4,28,616,248
1,1,11,1105,26
1,4,24,559,250
1,3,24,249,38
1,4,16,847,166
1,4,23,1066,41
1,4,28,1066,165
1,3,28,449,318
1,3,24,964,318
1,3,29,1066,38
1,3,24,847,38
1,4,17,1066,129
1,2,13,780,317
0,4,13,640,5
1,4,23,772,320
0,3,14,640,38
1,3,24,1158,246
1,3,18,1269,329
0,1,10,640,5
1,3,25,1066,329
1,2,24,1220,307
1,4,26,517,5
0,5,8,640,111
0,3,15,636,5
0,2,29,640,38
1,3,25,811,307
0,3,24,632,11
0,1,11,640,216
1,3,24,55,98
1,3,23,681,25
1,3,29,1335,41
1,3,24,961,318
1,2,13,847,38
1,4,25,585,226
1,1,25,458,318
1,4,18,365,263
1,1,26,401,289
1,2,11,1105,114
1,2,16,856,150
1,4,30,847,150
0,5,21,640,63
0,3,13,640,38
0,2,25,640,5
1,4,11,74,307
1,3,19,74,38
1,3,24,847,318
1,3,24,1186,226
0,5,23,640,216
0,4,14,640,168
1,1,15,1066,86
0,3,24,640,16
0,3,28,640,38
0,4,14,640,5
1,3,31,1077,114
1,1,35,249,308
0,1,13,640,265
0,5,3,640,166
1,3,23,1116,5
0,1,2,640,296
1,4,24,1065,88
1,4,15,45,38
1,4,27,125,48
1,2,25,696,88
0,2,23,637,220
0,3,14,640,168
0,1,9,640,5
1,3,25,955,226
0,2,24,640,216
0,2,6,640,5
1,3,13,958,307
0,4,30,640,41
1,2,23,1116,353
1,4,21,438,318
1,4,17,125,38
1,2,25,297,38
1,4,24,1066,353
0,2,15,640,68
1,4,25,345,128
0,1,24,640,111
1,1,13,1066,289
0,3,14,640,167
0,5,17,640,14
1,2,17,847,38
0,1,4,640,38
0,3,13,640,63
0,1,7,632,63
1,3,31,862,38
1,4,19,1254,38
1,4,27,463,165
0,3,13,640,5
1,4,13,401,274
1,3,24,450,320
1,3,28,764,318
1,4,24,412,329
1,3,31,450,274
1,3,25,811,353
1,3,23,696,114
0,3,32,631,186
1,3,31,1236,226
0,4,13,640,5
1,3,29,847,130
0,1,8,640,111
1,4,23,538,329
1,3,24,424,98
0,4,24,640,68
0,3,23,632,38
1,5,1,847,318
0,4,24,640,14
1,3,25,802,5
1,4,25,234,274
0,1,13,640,318
0,3,13,640,38
1,4,24,1291,165
1,3,15,847,38
0,2,10,640,104
0,4,32,637,38
0,4,13,640,296
0,3,20,640,216
1,3,23,846,358
0,1,13,632,86
1,2,31,1359,320
0,3,30,640,68
0,5,15,640,111
0,2,17,640,220
0,1,23,640,139
1,1,13,74,353
1,3,24,1066,130
1,1,10,1197,36
0,3,26,640,216
0,3,25,640,5
0,3,23,632,211
1,4,25,1066,38
0,1,11,640,104
0,1,24,640,291
0,4,24,640,139
1,4,18,450,289
1,4,24,727,169
0,3,21,1251,211
0,2,23,640,38
0,3,16,640,104
1,4,23,847,165
0,4,26,640,111
1,4,13,1359,329
0,3,25,640,41
0,1,35,640,139
1,4,13,1105,89
1,4,23,249,38
1,4,33,737,226
0,3,13,640,104
1,3,23,1256,289
0,3,13,640,347
0,5,1,640,215
1,4,28,846,5
1,2,23,450,131
0,4,13,640,291
0,5,10,640,38
1,4,17,1365,166
1,3,24,516,274
0,1,3,640,32
1,2,14,450,131
1,4,13,847,88
1,4,21,847,358
0,3,13,640,41
0,2,13,640,38
0,1,8,640,14
0,3,15,640,211
1,3,25,1365,194
1,4,24,61,281
1,4,13,847,38
1,4,28,962,318
1,2,26,450,5
0,2,9,640,216
1,3,29,426,98
0,2,2,640,216
1,3,24,437,130
1,5,10,249,38
1,3,18,1170,354
1,1,11,1105,226
1,3,28,1066,330
0,3,13,1271,152
1,4,35,298,38
0,5,7,640,224
0,4,14,640,295
0,1,9,640,104
0,3,23,640,211
1,4,24,450,274
1,3,24,199,114
1,3,24,27,185
0,2,13,640,63
1,4,24,307,289
1,2,27,764,355
1,1,23,450,289
1,4,27,627,320
0,1,10,637,320
0,2,9,640,104
1,3,25,1370,308
0,4,30,640,320
0,3,24,1251,186
0,1,11,640,104
1,3,23,450,274
1,4,25,450,289
0,2,18,637,265
0,1,11,1250,214
1,3,26,847,130
1,4,18,865,289
0,2,18,632,5
1,4,21,4,25
1,3,13,27,130
1,4,24,962,318
0,1,16,640,111
0,1,23,640,296
0,1,8,640,139
0,2,9,640,318
1,4,23,696,252
0,4,26,640,302
1,2,21,1066,86
0,3,18,640,168
1,3,23,514,38
0,3,24,640,220
0,4,15,637,5
1,4,31,1170,320
1,3,23,905,38
1,4,30,450,226
1,4,24,891,89
0,3,14,640,216
0,1,13,640,68
0,5,3,640,5
1,1,8,450,88
0,2,23,640,220
0,4,18,640,5
0,3,13,640,111
1,3,24,595,250
1,3,11,249,307
1,4,14,1105,98
0,2,23,638,211
0,3,23,640,111
1,2,17,450,274
1,2,11,450,25
1,3,25,1066,86
1,1,27,351,318
0,4,26,640,139
0,4,23,640,139
0,4,22,637,139
0,1,7,640,296
1,3,23,1365,130
1,4,23,1177,329
0,5,7,640,104
1,1,23,1235,165
1,3,13,847,5
1,4,30,249,38
0,4,17,1251,186
0,5,0,640,167
1,3,18,82,130
1,4,33,857,5
0,2,23,637,216
1,4,11,847,177
0,3,17,640,5
0,2,47,640,68
0,4,17,640,220
1,4,26,696,114
1,4,23,365,88
1,2,23,696,276
0,5,2,640,63
0,2,18,640,216
1,3,27,125,307
0,2,15,640,216
0,3,17,640,220
1,3,19,1007,318
0,2,23,640,224
1,3,23,27,353
0,1,9,637,224
0,3,23,640,167
0,2,23,640,220
1,4,25,450,336
1,4,13,1170,56
1,4,29,1066,88
0,4,29,640,139
1,4,38,450,320
0,3,24,640,86
1,1,13,847,166
1,1,24,1365,25
0,4,14,632,323
0,4,23,247,5
1,1,11,450,307
1,3,19,421,227
0,3,13,640,41
0,2,9,640,166
1,4,26,1066,86
1,4,11,458,318
0,5,8,640,5
1,3,13,96,252
1,4,25,561,307
1,3,24,1026,239
1,3,29,847,358
0,4,23,632,220
1,4,24,696,252
1,4,27,1364,284
0,4,16,640,111
0,4,13,640,291
1,4,14,329,130
1,2,24,112,354
1,4,15,1066,318
0,1,24,640,104
1,3,24,1005,289
1,3,17,559,36
0,2,23,640,318
1,3,13,597,137
0,3,13,640,216
0,2,23,1207,41
0,4,15,640,5
0,4,14,640,291
0,2,14,639,111
1,3,24,74,320
1,4,25,1066,185
1,4,25,1236,320
0,2,2,640,216
1,1,13,1288,307
1,3,26,696,114
1,3,24,1197,38
0,2,11,639,220
0,3,15,637,104
0,4,23,640,139
0,1,23,640,14
1,3,24,847,38
0,2,11,640,111
0,4,35,640,111
1,2,25,696,5
1,1,14,811,353
0,5,6,640,139
1,4,26,1066,329
1,2,26,878,166
0,2,15,640,63
1,3,13,1146,276
1,3,17,617,26
1,3,34,125,126
1,3,24,125,48
0,3,14,632,220
1,2,8,61,5
1,1,11,559,130
0,2,11,640,104
0,1,11,640,63
0,4,13,640,86
0,2,33,640,5
0,3,13,632,111
1,2,30,847,5
1,3,25,450,274
0,3,23,640,216
0,4,13,640,296
0,3,14,640,5
1,4,25,1305,166
1,4,16,407,353
1,3,13,112,36
0,4,14,640,5
0,2,3,640,320
0,4,23,640,5
1,4,24,407,98
0,5,8,640,111
0,2,11,640,86
1,4,17,214,130
1,3,31,134,41
1,3,23,450,329
0,4,34,640,38
1,4,27,1364,284
1,3,23,268,99
0,3,13,632,216
1,3,25,1085,320
1,3,23,847,38
1,3,21,16,318
1,2,23,1066,185
1,3,23,1255,318
1,3,30,670,210
1,4,22,365,274
1,4,20,25,204
1,3,24,450,353
1,3,24,383,307
1,1,27,365,353
0,5,1,640,38
0,4,13,640,111
1,1,7,847,166
0,3,13,640,220
0,5,8,640,216
0,1,17,640,68
1,3,25,1066,130
0,5,8,640,38
1,3,32,450,5
0,3,29,640,216
0,2,2,640,216
1,4,13,450,318
0,3,23,640,5
0,3,24,640,320
1,4,16,74,329
1,3,13,403,38
0,2,9,640,139
1,4,16,1066,289
1,4,23,1066,289
1,3,26,559,259
0,4,14,640,38
0,3,13,640,63
1,3,23,407,353
1,2,27,1040,318
1,3,25,518,349
0,4,19,640,332
1,3,17,1116,330
1,4,13,450,289
1,3,23,450,38
1,4,21,847,318
0,4,24,640,104
1,3,29,1343,318
1,3,18,559,274
0,4,24,637,318
1,3,15,101,329
0,3,26,640,5
1,2,26,948,276
0,3,15,640,104
1,4,16,74,330
1,3,19,847,5
1,3,24,167,130
1,1,16,450,88
0,4,15,640,104
1,3,25,450,289
1,4,13,847,38
0,4,25,637,297
1,4,27,847,5
1,1,8,450,166
1,2,23,450,25
0,2,11,640,104
1,3,32,436,88
0,2,8,640,104
1,1,28,1066,81
0,4,17,640,104
0,3,17,640,5
1,4,23,450,274
0,1,10,640,139
1,3,23,847,38
1,3,24,450,25
0,2,11,640,38
0,1,10,795,211
1,4,11,847,38
0,4,25,640,38
0,5,9,640,104
0,3,30,640,63
1,2,11,268,38
1,3,24,450,289
1,4,23,348,318
1,3,17,383,38
1,4,23,1066,86
1,3,24,847,358
1,4,24,1066,165
1,3,23,696,89
1,3,25,74,320
0,1,25,640,291
1,2,25,1066,86
1,3,23,962,318
1,3,24,383,307
1,3,25,306,130
1,4,24,696,166
1,2,23,847,166
0,2,7,640,35
1,4,17,400,128
0,1,24,640,63
1,4,25,559,38
0,1,9,637,139
1,3,36,547,250
1,2,18,1066,86
1,3,28,962,318
1,4,28,249,307
1,4,28,958,36
0,4,24,640,296
1,4,25,847,5
1,1,24,450,285
1,3,24,1066,185
1,4,26,847,38
1,3,26,696,114
0,3,21,640,220
1,4,23,1116,38
1,3,25,1066,38
0,2,25,639,5
0,2,11,640,220
0,4,24,640,139
1,3,13,268,38
1,4,25,1066,98
1,3,23,1197,33
1,3,26,1066,98
1,4,21,847,5
1,3,36,1328,226
1,3,35,975,318
1,3,27,846,136
1,1,18,450,289
0,4,14,640,168
1,1,24,450,336
1,4,23,1288,329
0,2,23,640,111
0,1,11,640,291
1,1,23,450,131
0,2,7,640,63
1,3,13,617,36
1,4,25,1197,25
0,3,13,640,111
1,3,24,896,38
0,2,11,640,104
0,2,11,640,220
0,1,23,640,167
0,3,13,640,5
1,4,24,1066,353
1,3,24,1066,89
0,3,26,632,216
1,2,33,547,26
0,1,13,640,42
1,3,13,980,5
0,1,28,640,104
1,3,23,736,187
1,3,23,681,5
1,3,13,403,38
0,1,25,636,104
0,4,25,640,296
0,2,11,640,318
1,1,28,307,130
1,3,35,559,226
